name,length,f1,precision,recall,tp,fp,fn,threshold
bpRNA_RFAM_41304,141,0.553846,0.600000,0.514286,18,12,17,0.5700
bpRNA_RFAM_41308,139,0.465753,0.472222,0.459459,17,19,20,0.3700
bpRNA_RFAM_41348,98,0.515152,0.404762,0.708333,17,25,7,0.1000
bpRNA_RFAM_41379,152,0.260870,0.315789,0.222222,6,13,21,0.8200
bpRNA_RFAM_41387,80,1.000000,1.000000,1.000000,12,0,0,0.7400
bpRNA_RFAM_41421,73,0.705882,0.545455,1.000000,6,5,0,0.6000
bpRNA_RFAM_41439,195,0.421053,0.516129,0.355556,16,15,29,0.5500
bpRNA_RFAM_41514,209,0.306452,0.339286,0.279412,19,37,49,0.3000
bpRNA_RFAM_41528,75,0.830189,0.846154,0.814815,22,4,5,0.4000
bpRNA_RFAM_41542,148,0.121212,0.084211,0.216216,8,87,29,0.1900
bpRNA_RFAM_41545,151,0.238095,1.000000,0.135135,5,0,32,0.9400
bpRNA_RFAM_41659,192,0.169742,0.106977,0.410714,23,192,33,0.0600
bpRNA_RFAM_41689,64,0.285714,0.333333,0.250000,3,6,9,0.6000
bpRNA_RFAM_41780,145,0.550725,0.612903,0.500000,19,12,19,0.8200
bpRNA_RFAM_41786,155,0.504065,0.382716,0.738095,31,50,11,0.1600
bpRNA_RFAM_41788,154,0.600000,0.600000,0.600000,21,14,14,0.7300
bpRNA_RFAM_4182,356,0.272727,0.328767,0.233010,24,49,79,0.5700
bpRNA_RFAM_41853,66,0.521739,0.545455,0.500000,6,5,6,0.6800
bpRNA_RFAM_41927,220,0.416107,0.378049,0.462687,31,51,36,0.4000
bpRNA_RFAM_41930,191,0.179310,0.128713,0.295455,13,88,31,0.3400
bpRNA_RFAM_42027,120,0.652174,0.833333,0.535714,15,3,13,0.9300
bpRNA_RFAM_42055,45,0.425532,0.270270,1.000000,10,27,0,0.0500
bpRNA_RFAM_42099,134,0.264706,0.225000,0.321429,9,31,19,0.4600
bpRNA_RFAM_42130,145,0.057554,0.036036,0.142857,4,107,24,0.1400
bpRNA_RFAM_42169,65,0.800000,1.000000,0.666667,10,0,5,0.8900
bpRNA_RFAM_42194,223,0.552381,0.568627,0.537037,29,22,25,0.4200
bpRNA_RFAM_42196,200,0.677966,0.625000,0.740741,40,24,14,0.3700
bpRNA_RFAM_42225,167,0.421053,0.540541,0.344828,20,17,38,0.6900
bpRNA_RFAM_42230,119,0.528302,0.736842,0.411765,14,5,20,0.5200
bpRNA_RFAM_42256,83,0.270270,0.192308,0.454545,10,42,12,0.2100
bpRNA_RFAM_42299,63,0.846154,1.000000,0.733333,11,0,4,0.7100
bpRNA_RFAM_42316,194,0.344828,0.526316,0.256410,10,9,29,0.7000
bpRNA_RFAM_42320,185,0.307692,0.266667,0.363636,12,33,21,0.6200
bpRNA_RFAM_42321,119,0.705882,1.000000,0.545455,12,0,10,0.9200
bpRNA_RFAM_42363,95,0.151261,0.084906,0.692308,9,97,4,0.0600
bpRNA_RFAM_42423,112,0.393443,0.342857,0.461538,12,23,14,0.1800
bpRNA_RFAM_42440,109,0.938776,0.958333,0.920000,23,1,2,0.5100
bpRNA_RFAM_42447,113,0.800000,0.685714,0.960000,24,11,1,0.6100
bpRNA_RFAM_42448,116,0.622222,0.700000,0.560000,14,6,11,0.7300
bpRNA_RFAM_42454,108,0.549020,0.500000,0.608696,14,14,9,0.4500
bpRNA_RFAM_42479,121,0.549020,0.700000,0.451613,14,6,17,0.7000
bpRNA_RFAM_42484,121,0.711864,0.777778,0.656250,21,6,11,0.3900
bpRNA_RFAM_42507,193,0.666667,0.916667,0.523810,11,1,10,0.7200
bpRNA_RFAM_42521,92,0.625000,0.681818,0.576923,15,7,11,0.3300
bpRNA_RFAM_42556,100,0.666667,1.000000,0.500000,9,0,9,0.4400
bpRNA_RFAM_42575,100,0.005335,0.002676,0.875000,7,2609,1,0.0200
bpRNA_RFAM_42661,119,0.533333,0.666667,0.444444,16,8,20,0.7600
bpRNA_RFAM_42666,34,1.000000,1.000000,1.000000,4,0,0,0.5700
bpRNA_RFAM_42703,71,0.400000,1.000000,0.250000,5,0,15,0.9100
bpRNA_RFAM_42818,152,0.338028,0.315789,0.363636,12,26,21,0.5500
bpRNA_RFAM_4312,410,0.161765,0.297297,0.111111,11,26,88,0.7400
bpRNA_RFAM_4314,412,0.140187,0.123967,0.161290,15,106,78,0.4500
bpRNA_RFAM_43210,67,0.888889,0.800000,1.000000,20,5,0,0.8100
bpRNA_RFAM_43252,112,0.545455,0.800000,0.413793,12,3,17,0.6600
bpRNA_RFAM_4326,405,0.149871,0.097315,0.325843,29,269,60,0.3400
bpRNA_RFAM_4330,453,0.179245,0.117284,0.380000,38,286,62,0.2700
bpRNA_RFAM_4339,397,0.225806,0.388889,0.159091,14,22,74,0.7800
bpRNA_RFAM_4343,165,0.500000,0.358025,0.828571,29,52,6,0.1800
bpRNA_RFAM_4349,207,0.447761,0.535714,0.384615,15,13,24,0.6400
bpRNA_RFAM_4389,108,0.800000,0.666667,1.000000,4,2,0,0.9400
bpRNA_RFAM_4395,110,0.533333,0.363636,1.000000,4,7,0,0.5600
bpRNA_RFAM_4490,167,0.727273,0.571429,1.000000,4,3,0,0.8700
bpRNA_RFAM_4510,109,0.615385,0.444444,1.000000,4,5,0,0.9300
bpRNA_RFAM_4617,436,0.054463,0.029900,0.305085,18,584,41,0.1200
bpRNA_RFAM_4633,78,0.594595,0.611111,0.578947,11,7,8,0.5000
bpRNA_RFAM_4640,88,0.604651,0.541667,0.684211,13,11,6,0.6500
bpRNA_RFAM_4651,73,0.681818,0.600000,0.789474,15,10,4,0.3500
bpRNA_RFAM_4745,338,0.217949,0.200000,0.239437,17,68,54,0.5200
bpRNA_RFAM_4772,389,0.254545,0.230769,0.283784,21,70,53,0.4800
bpRNA_RFAM_4814,65,0.909091,0.937500,0.882353,15,1,2,0.4100
bpRNA_RFAM_4820,67,0.750000,0.652174,0.882353,15,8,2,0.4200
bpRNA_RFAM_4826,67,0.838710,0.928571,0.764706,13,1,4,0.9200
bpRNA_RFAM_4846,46,1.000000,1.000000,1.000000,6,0,0,0.7500
bpRNA_RFAM_4878,46,1.000000,1.000000,1.000000,6,0,0,0.8600
bpRNA_RFAM_4907,108,0.439024,0.391304,0.500000,9,14,9,0.2700
bpRNA_RFAM_4909,112,0.808511,0.863636,0.760000,19,3,6,0.6400
bpRNA_RFAM_5049,132,0.400000,0.454545,0.357143,5,6,9,0.4800
bpRNA_RFAM_5054,47,0.000000,0.000000,0.000000,0,0,0,0.5000
bpRNA_RFAM_5057,339,0.356164,0.406250,0.317073,26,38,56,0.3800
bpRNA_RFAM_51,99,0.385965,0.423077,0.354839,11,15,20,0.6000
bpRNA_RFAM_516,117,0.735294,0.714286,0.757576,25,10,8,0.7000
bpRNA_RFAM_5185,205,0.433735,0.529412,0.367347,18,16,31,0.6800
bpRNA_RFAM_5189,223,0.396040,0.384615,0.408163,20,32,29,0.6900
bpRNA_RFAM_5202,225,0.212766,0.143885,0.408163,20,119,29,0.3000
bpRNA_RFAM_5292,71,0.780488,0.800000,0.761905,16,4,5,0.9000
bpRNA_RFAM_5352,61,0.687500,0.550000,0.916667,11,9,1,0.8700
bpRNA_RFAM_5355,75,1.000000,1.000000,1.000000,3,0,0,0.9400
bpRNA_RFAM_5418,151,0.622222,0.636364,0.608696,14,8,9,0.8000
bpRNA_RFAM_5444,123,0.769231,0.937500,0.652174,15,1,8,0.6600
bpRNA_RFAM_5462,134,0.666667,0.580645,0.782609,18,13,5,0.4200
bpRNA_RFAM_5467,136,0.628571,0.916667,0.478261,11,1,12,0.6800
bpRNA_RFAM_5491,201,0.531250,0.414634,0.739130,17,24,6,0.4700
bpRNA_RFAM_5512,119,0.703704,0.612903,0.826087,19,12,4,0.4500
bpRNA_RFAM_5645,87,0.881356,0.838710,0.928571,26,5,2,0.9600
bpRNA_RFAM_5655,89,0.776119,0.666667,0.928571,26,13,2,0.8000
bpRNA_RFAM_5690,70,0.122449,0.065217,1.000000,3,43,0,0.1100
bpRNA_RFAM_5723,132,0.666667,0.666667,0.666667,24,12,12,0.8100
bpRNA_RFAM_5751,67,0.700000,1.000000,0.538462,7,0,6,0.8900
bpRNA_RFAM_5772,100,0.830769,0.729730,0.964286,27,10,1,0.1800
bpRNA_RFAM_5781,128,0.385965,0.239130,1.000000,22,70,0,0.4000
bpRNA_RFAM_5782,135,0.435644,0.278481,1.000000,22,57,0,0.3600
bpRNA_RFAM_5849,97,0.700000,0.777778,0.636364,14,4,8,0.4100
bpRNA_RFAM_5880,132,0.312500,0.227273,0.500000,10,34,10,0.3900
bpRNA_RFAM_5970,96,0.937500,1.000000,0.882353,15,0,2,0.8300
bpRNA_RFAM_5972,277,0.483516,0.352000,0.771930,44,81,13,0.5100
bpRNA_RFAM_5974,274,0.377622,0.313953,0.473684,27,59,30,0.5900
bpRNA_RFAM_6040,151,0.043796,0.022388,1.000000,3,131,0,0.0800
bpRNA_RFAM_6042,96,0.162162,0.088235,1.000000,3,31,0,0.2800
bpRNA_RFAM_6055,75,1.000000,1.000000,1.000000,3,0,0,0.7400
bpRNA_RFAM_6088,72,1.000000,1.000000,1.000000,3,0,0,0.4000
bpRNA_RFAM_6114,72,0.850000,0.850000,0.850000,17,3,3,0.9500
bpRNA_RFAM_6118,72,0.808511,0.703704,0.950000,19,8,1,0.7200
bpRNA_RFAM_6130,104,0.750000,0.666667,0.857143,18,9,3,0.8200
bpRNA_RFAM_6132,92,0.680851,0.615385,0.761905,16,10,5,0.8900
bpRNA_RFAM_6139,117,0.893617,0.807692,1.000000,21,5,0,0.8800
bpRNA_RFAM_6146,187,0.756757,0.777778,0.736842,14,4,5,0.9000
bpRNA_RFAM_6191,71,0.705882,1.000000,0.545455,6,0,5,0.8800
bpRNA_RFAM_621,119,0.468750,0.483871,0.454545,15,16,18,0.7200
bpRNA_RFAM_6217,187,0.431373,0.407407,0.458333,11,16,13,0.6200
bpRNA_RFAM_6225,146,0.458333,0.440000,0.478261,11,14,12,0.6800
bpRNA_RFAM_6232,181,0.472727,0.406250,0.565217,13,19,10,0.5200
bpRNA_RFAM_6236,182,0.363636,0.231884,0.842105,16,53,3,0.3900
bpRNA_RFAM_6283,256,0.415584,0.800000,0.280702,16,4,41,0.8200
bpRNA_RFAM_6348,70,0.004479,0.002248,0.571429,4,1775,3,0.0100
bpRNA_RFAM_6374,71,0.800000,0.666667,1.000000,2,1,0,0.8000
bpRNA_RFAM_6486,56,0.500000,0.333333,1.000000,2,4,0,0.5800
bpRNA_RFAM_6540,123,0.285714,0.444444,0.210526,4,5,15,0.5300
bpRNA_RFAM_6613,124,0.800000,1.000000,0.666667,2,0,1,0.8800
bpRNA_RFAM_6661,311,0.129870,0.102740,0.176471,15,131,70,0.3100
bpRNA_RFAM_6704,158,0.591837,0.537037,0.659091,29,25,15,0.5000
bpRNA_RFAM_6784,80,0.750000,0.636364,0.913043,21,12,2,0.9000
bpRNA_RFAM_6790,77,0.814815,0.709677,0.956522,22,9,1,0.8200
bpRNA_RFAM_6799,76,0.769231,0.689655,0.869565,20,9,3,0.7800
bpRNA_RFAM_6813,72,0.941176,0.888889,1.000000,24,3,0,0.8500
bpRNA_RFAM_6844,75,0.679245,0.620690,0.750000,18,11,6,0.7600
bpRNA_RFAM_6874,82,0.545455,0.750000,0.428571,3,1,4,0.6000
bpRNA_RFAM_6898,91,0.285714,0.250000,0.333333,4,12,8,0.4100
bpRNA_RFAM_6935,83,0.500000,1.000000,0.333333,4,0,8,0.4900
bpRNA_RFAM_7062,116,0.320000,0.333333,0.307692,4,8,9,0.7300
bpRNA_RFAM_7117,222,0.094241,0.056604,0.281250,9,150,23,0.1400
bpRNA_RFAM_7123,67,0.666667,0.700000,0.636364,7,3,4,0.5000
bpRNA_RFAM_7151,206,0.657143,0.657143,0.657143,23,12,12,0.7700
bpRNA_RFAM_7155,213,0.444444,0.800000,0.307692,16,4,36,0.8300
bpRNA_RFAM_7163,297,0.365854,0.348837,0.384615,30,56,48,0.6200
bpRNA_RFAM_7172,93,0.682927,0.736842,0.636364,14,5,8,0.8300
bpRNA_RFAM_7198,94,0.727273,0.606061,0.909091,20,13,2,0.8200
bpRNA_RFAM_7227,107,0.765957,0.720000,0.818182,18,7,4,0.5300
bpRNA_RFAM_7240,123,0.684211,0.812500,0.590909,13,3,9,0.4800
bpRNA_RFAM_738,155,0.421053,0.615385,0.320000,8,5,17,0.5900
bpRNA_RFAM_7392,88,0.266667,0.181818,0.500000,2,9,2,0.8900
bpRNA_RFAM_7398,87,0.230769,0.130435,1.000000,3,20,0,0.0700
bpRNA_RFAM_7485,95,0.705882,0.545455,1.000000,6,5,0,0.8900
bpRNA_RFAM_7496,74,1.000000,1.000000,1.000000,6,0,0,0.8200
bpRNA_RFAM_7547,132,0.652174,0.937500,0.500000,15,1,15,0.7200
bpRNA_RFAM_7558,111,0.409091,0.375000,0.450000,9,15,11,0.7800
bpRNA_RFAM_7581,119,0.666667,0.684211,0.650000,13,6,7,0.9000
bpRNA_RFAM_7648,100,0.843750,0.794118,0.900000,27,7,3,0.8300
bpRNA_RFAM_7662,100,0.827586,0.857143,0.800000,24,4,6,0.9100
bpRNA_RFAM_7664,69,0.400000,0.277778,0.714286,5,13,2,0.1300
bpRNA_RFAM_7681,84,0.666667,0.500000,1.000000,5,5,0,0.7000
bpRNA_RFAM_7737,71,1.000000,1.000000,1.000000,3,0,0,0.7900
bpRNA_RFAM_7764,81,1.000000,1.000000,1.000000,6,0,0,0.6400
bpRNA_RFAM_7926,82,0.888889,0.800000,1.000000,4,1,0,0.8900
bpRNA_RFAM_7940,64,0.408602,0.260274,0.950000,19,54,1,0.0800
bpRNA_RFAM_7947,128,0.523810,0.687500,0.423077,11,5,15,0.9200
bpRNA_RFAM_8000,113,0.717949,0.933333,0.583333,14,1,10,0.8400
bpRNA_RFAM_8051,139,0.680000,0.708333,0.653846,17,7,9,0.7700
bpRNA_RFAM_8129,110,0.685714,0.545455,0.923077,24,20,2,0.6400
bpRNA_RFAM_8134,109,0.800000,0.758621,0.846154,22,7,4,0.6700
bpRNA_RFAM_8194,112,0.696970,0.575000,0.884615,23,17,3,0.4400
bpRNA_RFAM_8208,114,0.800000,0.705882,0.923077,24,10,2,0.5900
bpRNA_RFAM_8211,113,0.676923,0.564103,0.846154,22,17,4,0.5700
bpRNA_RFAM_8213,106,0.896552,0.812500,1.000000,26,6,0,0.7500
bpRNA_RFAM_8238,142,0.619048,0.812500,0.500000,13,3,13,0.7300
bpRNA_RFAM_8278,105,0.707692,0.589744,0.884615,23,16,3,0.3100
bpRNA_RFAM_83,116,0.642857,0.782609,0.545455,18,5,15,0.9000
bpRNA_RFAM_8318,115,0.800000,0.666667,1.000000,26,13,0,0.6000
bpRNA_RFAM_8320,117,0.842105,0.774194,0.923077,24,7,2,0.7500
bpRNA_RFAM_8330,112,0.585366,0.800000,0.461538,12,3,14,0.8600
bpRNA_RFAM_8361,110,0.693878,0.680000,0.708333,17,8,7,0.6200
bpRNA_RFAM_838,156,0.500000,0.477273,0.525000,21,23,19,0.5200
bpRNA_RFAM_8458,64,0.625000,0.714286,0.555556,10,4,8,0.2800
bpRNA_RFAM_848,165,0.481013,0.487179,0.475000,19,20,21,0.6400
bpRNA_RFAM_8525,100,0.857143,1.000000,0.750000,15,0,5,0.5700
bpRNA_RFAM_8538,100,1.000000,1.000000,1.000000,22,0,0,0.6200
bpRNA_RFAM_8562,102,0.954545,0.954545,0.954545,21,1,1,0.6600
bpRNA_RFAM_8563,102,0.909091,0.909091,0.909091,20,2,2,0.8100
bpRNA_RFAM_8564,102,0.816327,0.740741,0.909091,20,7,2,0.8100
bpRNA_RFAM_8567,102,0.913043,0.875000,0.954545,21,3,1,0.7200
bpRNA_RFAM_8578,96,0.521739,0.461538,0.600000,12,14,8,0.6800
bpRNA_RFAM_8591,102,1.000000,1.000000,1.000000,22,0,0,0.8000
bpRNA_RFAM_8671,180,0.838710,0.975000,0.735849,39,1,14,0.6600
bpRNA_RFAM_8760,98,0.457143,0.421053,0.500000,16,22,16,0.5200
bpRNA_RFAM_883,189,0.292683,0.292683,0.292683,12,29,29,0.3500
bpRNA_RFAM_894,196,0.790123,0.888889,0.711111,32,4,13,0.6900
bpRNA_RFAM_8962,85,0.193548,0.157895,0.250000,3,16,9,0.1800
bpRNA_RFAM_898,194,0.745763,0.602740,0.977778,44,29,1,0.6100
bpRNA_RFAM_8993,219,0.447368,0.485714,0.414634,17,18,24,0.6100
bpRNA_RFAM_9022,211,0.343750,0.458333,0.275000,11,13,29,0.7300
bpRNA_RFAM_9038,192,0.634146,0.650000,0.619048,26,14,16,0.5800
bpRNA_RFAM_9041,220,0.829268,0.850000,0.809524,34,6,8,0.6100
bpRNA_RFAM_9070,229,0.530973,0.422535,0.714286,30,41,12,0.5900
bpRNA_RFAM_9076,226,0.428571,0.342857,0.571429,24,46,18,0.6500
bpRNA_RFAM_908,193,0.626506,0.684211,0.577778,26,12,19,0.6700
bpRNA_RFAM_9117,225,0.541667,0.481481,0.619048,26,28,16,0.5300
bpRNA_RFAM_9122,228,0.621359,0.524590,0.761905,32,29,10,0.6100
bpRNA_RFAM_9130,225,0.224719,0.204082,0.250000,10,39,30,0.5300
bpRNA_RFAM_9133,189,0.410256,0.400000,0.421053,16,24,22,0.6500
bpRNA_RFAM_9138,205,0.424242,0.538462,0.350000,14,12,26,0.6500
bpRNA_RFAM_918,199,0.366412,0.279070,0.533333,24,62,21,0.4300
bpRNA_RFAM_9187,205,0.638298,0.576923,0.714286,30,22,12,0.4900
bpRNA_RFAM_9189,234,0.529412,0.692308,0.428571,18,8,24,0.6600
bpRNA_RFAM_9200,204,0.608696,0.560000,0.666667,28,22,14,0.3900
bpRNA_RFAM_928,184,0.550000,0.536585,0.564103,22,19,17,0.7800
bpRNA_RFAM_9280,213,0.645833,0.574074,0.738095,31,23,11,0.5800
bpRNA_RFAM_9291,201,0.480000,0.545455,0.428571,18,15,24,0.8500
bpRNA_RFAM_9311,180,0.543210,0.564103,0.523810,22,17,20,0.6700
bpRNA_RFAM_9333,196,0.556962,0.594595,0.523810,22,15,20,0.7300
bpRNA_RFAM_9336,205,0.428571,0.375000,0.500000,21,35,21,0.6200
bpRNA_RFAM_9337,236,0.423529,0.418605,0.428571,18,25,24,0.7500
bpRNA_RFAM_9344,184,0.657895,0.735294,0.595238,25,9,17,0.5200
bpRNA_RFAM_9643,75,0.909091,0.833333,1.000000,5,1,0,0.2400
bpRNA_RFAM_9709,103,0.512821,0.625000,0.434783,10,6,13,0.3800
bpRNA_RFAM_9749,101,0.363636,0.246154,0.695652,16,49,7,0.1400
bpRNA_RFAM_9799,77,1.000000,1.000000,1.000000,4,0,0,0.5200
bpRNA_RFAM_9899,133,0.342857,0.461538,0.272727,6,7,16,0.8200
bpRNA_RFAM_9904,141,0.750000,0.882353,0.652174,15,2,8,0.7500
bpRNA_RFAM_9921,141,0.800000,0.727273,0.888889,24,9,3,0.8100
bpRNA_RFAM_9931,55,0.013659,0.006903,0.636364,7,1007,4,0.0100
bpRNA_RFAM_9963,68,0.642857,1.000000,0.473684,9,0,10,0.6900
bpRNA_RFAM_9969,119,0.714286,0.652174,0.789474,15,8,4,0.3400
bpRNA_RNP_114,406,0.425993,0.412587,0.440299,59,84,75,0.5500
bpRNA_RNP_126,408,0.501845,0.519084,0.485714,68,63,72,0.5300
bpRNA_RNP_14,244,0.543478,0.806452,0.409836,25,6,36,0.6400
bpRNA_RNP_182,313,0.431655,0.652174,0.322581,30,16,63,0.6700
bpRNA_RNP_205,302,0.496732,0.535211,0.463415,38,33,44,0.5200
bpRNA_RNP_247,481,0.322581,0.500000,0.238095,40,40,128,0.5400
bpRNA_RNP_278,405,0.293578,0.400000,0.231884,32,48,106,0.6900
bpRNA_RNP_31,293,0.278261,0.213333,0.400000,32,118,48,0.3000
bpRNA_RNP_310,389,0.297619,0.471698,0.217391,25,28,90,0.6100
bpRNA_RNP_318,335,0.428571,0.590164,0.336449,36,25,71,0.6500
bpRNA_RNP_351,393,0.468619,0.495575,0.444444,56,57,70,0.4700
bpRNA_RNP_375,299,0.315152,0.309524,0.320988,26,58,55,0.3600
bpRNA_RNP_398,359,0.371134,0.301676,0.482143,54,125,58,0.3000
bpRNA_RNP_414,406,0.170854,0.138211,0.223684,17,106,59,0.5100
bpRNA_RNP_431,330,0.239437,0.217949,0.265625,17,61,47,0.5300
bpRNA_RNP_450,286,0.375000,0.369231,0.380952,24,41,39,0.4200
bpRNA_RNP_98,251,0.427746,0.393617,0.468354,37,57,42,0.5200
bpRNA_SPR_109,84,0.850000,0.809524,0.894737,17,4,2,0.8200
bpRNA_SPR_111,86,0.913043,0.840000,1.000000,21,4,0,0.8400
bpRNA_SPR_138,75,0.950000,0.950000,0.950000,19,1,1,0.4500
bpRNA_SPR_158,77,0.976744,0.954545,1.000000,21,1,0,0.0900
bpRNA_SPR_185,90,0.923077,0.947368,0.900000,18,1,2,0.9600
bpRNA_SPR_194,85,0.900000,0.900000,0.900000,18,2,2,0.9700
bpRNA_SPR_196,77,0.976744,0.954545,1.000000,21,1,0,0.2900
bpRNA_SPR_2,71,0.975610,1.000000,0.952381,20,0,1,0.5600
bpRNA_SPR_205,86,0.975610,1.000000,0.952381,20,0,1,0.9300
bpRNA_SPR_22,57,0.750000,1.000000,0.600000,9,0,6,0.7100
bpRNA_SPR_345,76,0.952381,0.909091,1.000000,20,2,0,0.5800
bpRNA_SPR_35,73,0.666667,0.608696,0.736842,14,9,5,0.6000
bpRNA_SPR_402,85,0.975610,0.952381,1.000000,20,1,0,0.7300
bpRNA_SPR_463,77,1.000000,1.000000,1.000000,20,0,0,0.9400
bpRNA_SPR_486,70,0.789474,0.833333,0.750000,15,3,5,0.8600
bpRNA_SPR_496,76,0.976744,0.954545,1.000000,21,1,0,0.8000
bpRNA_SPR_503,75,1.000000,1.000000,1.000000,21,0,0,0.4500
bpRNA_SPR_513,87,0.878049,0.857143,0.900000,18,3,2,0.7800
bpRNA_SPR_531,90,1.000000,1.000000,1.000000,21,0,0,0.3900
bpRNA_SPR_532,76,0.952381,0.909091,1.000000,20,2,0,0.3800
bpRNA_SPR_563,77,1.000000,1.000000,1.000000,21,0,0,0.5300
bpRNA_SPR_597,74,1.000000,1.000000,1.000000,22,0,0,0.2300
bpRNA_SPR_599,76,1.000000,1.000000,1.000000,21,0,0,0.9300
bpRNA_SPR_91,70,1.000000,1.000000,1.000000,21,0,0,0.5700
bpRNA_SRP_10,304,0.358696,0.397590,0.326733,33,50,68,0.7800
bpRNA_SRP_187,106,0.539683,0.515152,0.566667,17,16,13,0.6300
bpRNA_SRP_192,89,0.000000,0.000000,0.000000,0,0,0,0.5000
bpRNA_SRP_278,302,0.363636,0.619048,0.257426,26,16,75,0.6600
bpRNA_SRP_332,97,0.638298,0.789474,0.535714,15,4,13,0.5400
bpRNA_SRP_397,499,0.159204,0.195122,0.134454,16,66,103,0.5600
bpRNA_SRP_399,416,0.303030,0.250000,0.384615,50,150,80,0.3100
bpRNA_SRP_576,102,0.317073,0.240741,0.464286,13,41,15,0.3100
bpRNA_SRP_607,264,0.376812,0.330508,0.438202,39,79,50,0.4400
bpRNA_SRP_720,449,0.273171,0.405797,0.205882,28,41,108,0.5200
bpRNA_SRP_861,100,0.292683,0.272727,0.315789,6,16,13,0.7000
bpRNA_SRP_867,306,0.292453,0.264957,0.326316,31,86,64,0.3600
bpRNA_tmRNA_1,352,0.437500,0.673077,0.324074,35,17,73,0.6200
bpRNA_tmRNA_113,380,0.441176,0.450000,0.432692,45,55,59,0.3700
bpRNA_tmRNA_138,386,0.467066,0.609375,0.378641,39,25,64,0.4900
bpRNA_tmRNA_168,291,0.433333,0.722222,0.309524,13,5,29,0.7400
bpRNA_tmRNA_184,356,0.364865,0.600000,0.262136,27,18,76,0.6600
bpRNA_tmRNA_240,396,0.478261,0.916667,0.323529,11,1,23,0.7900
bpRNA_tmRNA_242,330,0.431373,0.846154,0.289474,11,2,27,0.8900
bpRNA_tmRNA_252,370,0.293040,0.210526,0.481928,40,150,43,0.2600
bpRNA_tmRNA_305,358,0.402685,0.588235,0.306122,30,21,68,0.5100
bpRNA_tmRNA_334,359,0.439716,0.516667,0.382716,31,29,50,0.5900
bpRNA_tmRNA_340,359,0.460432,0.711111,0.340426,32,13,62,0.5800
bpRNA_tmRNA_367,411,0.304878,0.423729,0.238095,25,34,80,0.6200
bpRNA_tmRNA_397,374,0.253846,0.187500,0.392857,33,143,51,0.2900
bpRNA_tmRNA_399,390,0.396135,0.414141,0.379630,41,58,67,0.3700
bpRNA_tmRNA_413,405,0.331034,0.268156,0.432432,48,131,63,0.4300
bpRNA_tmRNA_434,371,0.349206,0.880000,0.217822,22,3,79,0.7200
bpRNA_tmRNA_499,369,0.270968,0.477273,0.189189,21,23,90,0.6600
bpRNA_tmRNA_602,372,0.505882,0.682540,0.401869,43,20,64,0.4700
bpRNA_tmRNA_610,350,0.408602,0.463415,0.365385,38,44,66,0.5100
bpRNA_tmRNA_643,366,0.290323,0.226415,0.404494,36,123,53,0.3700
bpRNA_tmRNA_686,366,0.358025,0.287129,0.475410,29,72,32,0.5100
bpRNA_tmRNA_693,386,0.219178,0.390244,0.152381,16,25,89,0.8000
